event_time_idx,session_intensity,payment_stress,support_backlog,feature_usage_volatility,is_escalation_risk
0.0,0.4470427377101094,2.292295463344261,-0.8702084559595109,-1.3601876253953786,0
1.0,-0.0824141342680832,-1.0678240699286388,-0.9145300094324772,0.4864116022817191,1
2.0,0.6669474193002476,0.6356471019031227,-1.121480973277317,0.0680871680033405,0
3.0,1.4967191412931615,0.945679411605987,-0.8676879706052747,-0.476220934507668,0
4.0,-0.0428403892368794,1.002414729368327,2.343475868470968,1.113111760269593,0
5.0,-0.0009990458909346,1.175009084407539,0.9456111684188304,-0.5456406400122633,0
6.0,1.6727439119835217,1.637649866282327,-0.3502401529065901,0.1207791907800271,0
7.0,0.9837538695720108,0.9150944101288518,0.5559761178267166,2.20295155170782,0
8.0,-0.0879914625899167,0.535251812229499,0.528926674455128,-0.957252934347598,0
9.0,0.8641556953040661,0.4760640961549592,2.5954998223175574,0.5395744544491703,1
10.0,-8.401796675139295e-05,0.2342942495843676,-0.4742632368735926,0.2885451789049627,0
11.0,0.0387803617522847,1.7540943319614832,0.2457924768130146,0.5281592620972155,0
12.0,0.7164344528820437,0.1557724009273063,1.2426064889999862,-0.2849035974847795,1
13.0,-1.1827853036294464,1.7759204056335305,-0.8793853742719027,-0.5922557504863658,0
14.0,-0.9730120095376532,0.8412935293026624,2.856380568043349,0.2264929586275025,0
15.0,0.1133325607444413,0.2213860083177542,1.1354204890884303,-0.45602929023476,0
16.0,-0.2524674435374727,1.447883833123821,-1.1285217490592585,-2.331637977371228,0
17.0,0.9812862887662056,-0.0611447004194199,3.952384164671945,-0.8244659877907774,1
18.0,-0.0796987667246433,1.4110789239449666,2.245578018847165,-0.3166669991278488,0
19.0,-0.4948327042229723,0.9117568767407508,0.8683889825647926,-1.0778491538051338,0
20.0,2.133683434863012,-0.0107983547901279,-1.6807095527578195,0.1509868164920191,0
21.0,0.6493839166515363,1.192838370110116,-0.7088223994827532,-0.757596176861602,1
22.0,0.9509483567883652,1.17761457125671,0.1347059718836947,-0.043438897417883,0
23.0,-0.3549191686918774,1.8135738722590933,0.2548593204475975,2.16787268644344,0
